"uid","firstname","lastname","region","departement","circonscription","profession","group","group_short"
"307782","LUCIANO","D'ALFONSO","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA","proporzionale","ABRUZZO - P01","Laurea in scienze politiche, Laurea in filosofia, Laurea in giurisprudenza, Laurea in scienze dell'amministrazione, Dottorato di ricerca in decisione pubblica; Quadro intermedio","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA (PD-IDP) (18.10.2022","PD-IDP"
"307308","MARCO","LACARRA","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA","proporzionale","PUGLIA - P02","Laurea in giurisprudenza; Avvocato civilista","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA (PD-IDP) (18.10.2022","PD-IDP"
"308931","OUIDAD","BAKKALI","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA","proporzionale","EMILIA-ROMAGNA - P03","Laurea in scienze internazionali e diplomatiche; già Presidente di consiglio comunale","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA (PD-IDP) (18.10.2022","PD-IDP"
"308815","MAURO","BERRUTO","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA","proporzionale","PIEMONTE 1 - P02","Laurea in filosofia; Consulente della formazione, Giornalista, già CT della nazionale italiana maschile di pallavolo","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA (PD-IDP) (18.10.2022","PD-IDP"
"307837","GIUSEPPE TOMMASO VINCENZO","MANGIALAVORI","FORZA ITALIA","proporzionale","CALABRIA - P01","Laurea in medicina e chirurgia; Radiologo","FORZA ITALIA - BERLUSCONI PRESIDENTE - PPE (FI-PPE) (18.10.2022","FI-PPE"
"308925","ROSARIA","TASSINARI","FORZA ITALIA","proporzionale","EMILIA-ROMAGNA - P03","Laurea in giurisprudenza; Avvocato civilista, già Sindaco del Comune di Rocca San Casciano (FC) dal 2009 al 2019, Assessore alle Politiche sociali, famiglia, pace e diritti umani nel Comune di Forlì dal 2019","FORZA ITALIA - BERLUSCONI PRESIDENTE - PPE (FI-PPE) (18.10.2022","FI-PPE"
"307130","GIORGIO","MULE'","FORZA ITALIA","proporzionale","SICILIA 1 - P01","Laurea in scienze della comunicazione; Giornalista professionista","FORZA ITALIA - BERLUSCONI PRESIDENTE - PPE (FI-PPE) (18.10.2022","FI-PPE"
"308882","FABRIZIO","SALA","FORZA ITALIA","proporzionale","LOMBARDIA 1 - P02","Diploma di istituto tecnico commerciale; Consulente finanziario","FORZA ITALIA - BERLUSCONI PRESIDENTE - PPE (FI-PPE) (18.10.2022","FI-PPE"
"308852","ANNARITA","PATRIARCA","FORZA ITALIA","proporzionale","CAMPANIA 1 - P02","Laurea in giurisprudenza; Avvocato","FORZA ITALIA - BERLUSCONI PRESIDENTE - PPE (FI-PPE) (18.10.2022","FI-PPE"
"308899","PAOLO EMILIO","RUSSO","FORZA ITALIA","proporzionale","SICILIA 2 - P02","Laurea in scienze politiche e delle relazioni internazionali, Master in Scienze elettorali e del governo; Giornalista parlamentare","FORZA ITALIA - BERLUSCONI PRESIDENTE - PPE (FI-PPE) (18.10.2022","FI-PPE"
"307857","NAZARIO","PAGANO","FORZA ITALIA","proporzionale","ABRUZZO - P01","Laurea in giurisprudenza; Avvocato, Docente universitario a contratto","FORZA ITALIA - BERLUSCONI PRESIDENTE - PPE (FI-PPE) (18.10.2022","FI-PPE"
"307356","GIORGIO","LOVECCHIO","MOVIMENTO 5 STELLE","proporzionale","PUGLIA - P01","Diploma di ragioniere programmatore; Imprenditore","FORZA ITALIA - BERLUSCONI PRESIDENTE - PPE (FI-PPE) (18.10.2022","FI-PPE"
"308806","VITO","DE PALMA","FORZA ITALIA","proporzionale","PUGLIA - P03","Laurea in scienze della pubblica amministrazione; funzionario pubblica amministrazione","FORZA ITALIA - BERLUSCONI PRESIDENTE - PPE (FI-PPE) (18.10.2022","FI-PPE"
"307223","PIETRO","PITTALIS","FORZA ITALIA","proporzionale","SARDEGNA - P01","Laurea in giurisprudenza; Avvocato patrocinante presso le Magistrature superiori","FORZA ITALIA - BERLUSCONI PRESIDENTE - PPE (FI-PPE) (18.10.2022","FI-PPE"
"307402","MATILDE","SIRACUSANO","FORZA ITALIA","proporzionale","PIEMONTE 2 - P02","Laurea in scienze politiche, Master affari politici italiani; Imprenditore","FORZA ITALIA - BERLUSCONI PRESIDENTE - PPE (FI-PPE) (18.10.2022","FI-PPE"
"307328","LUIGI","MARATTIN","AZIONE - ITALIA VIVA - CALENDA","proporzionale","PIEMONTE 2 - P02","Laurea in economia delle amministrazioni pubbliche e delle istituzioni internazionalili, Dottorato di ricerca, Master; Professore associato","ITALIA VIVA-IL CENTRO-RENEW EUROPE (IV-C-RE) (20.11.2023","IV-C-RE"
"308869","FRANCESCO","MARI","ALLEANZA VERDI E SINISTRA","proporzionale","CAMPANIA 2 - P02","Diploma di istituto magistrale; Insegnante di scuola primaria","MISTO (MISTO) (18.10.2022","MISTO"
"307328","LUIGI","MARATTIN","AZIONE - ITALIA VIVA - CALENDA","proporzionale","PIEMONTE 2 - P02","Laurea in economia delle amministrazioni pubbliche e delle istituzioni internazionalili, Dottorato di ricerca, Master; Professore associato","MISTO (MISTO) (18.10.2022","MISTO"
"308929","ABOUBAKAR","SOUMAHORO","ALLEANZA VERDI E SINISTRA","proporzionale","EMILIA-ROMAGNA - P02","Laurea in sociologia; ATTIVISTA SOCIALE E SINDACALE; SCRITTORE","MISTO (MISTO) (18.10.2022","MISTO"
"308782","FRANCO","TIRELLI","MOVIMENTO ASSOCIATIVO ITALIANI ALL'ESTERO - MAIE","proporzionale","AMERICA MERIDIONALE","Laurea in giurisprudenza; Avvocato civilista","MISTO (MISTO) (18.10.2022","MISTO"
"308822","EMANUELE","POZZOLO","FRATELLI D'ITALIA CON GIORGIA MELONI","proporzionale","PIEMONTE 2 - P01","Laurea in giurisprudenza; Consulente legale","MISTO (MISTO) (18.10.2022","MISTO"
"308861","FRANCESCA","GHIRRA","ALLEANZA VERDI E SINISTRA","proporzionale","SARDEGNA - P01","Funzionario Regione Sardegna","MISTO (MISTO) (18.10.2022","MISTO"
"308893","ELEONORA","EVI","ALLEANZA VERDI E SINISTRA","proporzionale","LOMBARDIA 1 - P01","Master in strategic design, LAUREA MAGISTRALE IN SERVICE DESIGN; Parlamentare","MISTO (MISTO) (18.10.2022","MISTO"
"308857","FRANCESCO EMILIO","BORRELLI","ALLEANZA VERDI E SINISTRA","proporzionale","CAMPANIA 1 - P02","Giornalista professionista","MISTO (MISTO) (18.10.2022","MISTO"
"308816","ELISABETTA","PICCOLOTTI","ALLEANZA VERDI E SINISTRA","proporzionale","PUGLIA - P04","Laurea in comunicazione nella società della globalizzazione; Consulente Senior per la comunicazione","MISTO (MISTO) (18.10.2022","MISTO"
"308785","ILARIA","CAVO",,,"LIGURIA - P01","LAUREA IN SCIENZE POLITICHE; Giornalista professionista in aspettativa","NOI MODERATI (NOI CON L'ITALIA, CORAGGIO ITALIA, UDC E ITALIA AL CENTRO)-MAIE-CENTRO POPOLARE (NM(N-C-U-I)M-CP) (27.10.2022","NM(N-C-U-I)M-CP"
"308797","MARTINA","SEMENZATO",,,"VENETO 1 - P01","Laurea in scienze politiche; Quadro Umana S.p.A.; Past-president sezione vetro Confindustria Venezia-Rovigo","NOI MODERATI (NOI CON L'ITALIA, CORAGGIO ITALIA, UDC E ITALIA AL CENTRO)-MAIE-CENTRO POPOLARE (NM(N-C-U-I)M-CP) (27.10.2022","NM(N-C-U-I)M-CP"
"308763","MIRCO","CARLONI",,,"MARCHE - P01","Laurea in scienze giuridiche, Laurea in giurisprudenza; Professore a contratto di discipline economiche; Imprenditore","LEGA - SALVINI PREMIER (LEGA) (18.10.2022","LEGA"
"308791","ATTILIO","PIERRO",,,"CAMPANIA 2 - P02","Diploma di istituto tecnico per geometri; Operaio comunità montana","LEGA - SALVINI PREMIER (LEGA) (18.10.2022","LEGA"
"308770","DARIO","GIAGONI",,,"SARDEGNA - P01","Diploma di istituto tecnico per geometri; Geometra, professionista abilitato","LEGA - SALVINI PREMIER (LEGA) (18.10.2022","LEGA"
"307360","ROSSANO","SASSO",,,"PUGLIA - P03","Insegnante","LEGA - SALVINI PREMIER (LEGA) (18.10.2022","LEGA"
"308918","NICOLA","OTTAVIANI",,,"LAZIO 2 - P02","Laurea in giurisprudenza; Avvocato penalista, Esperto di diritto penale commerciale","LEGA - SALVINI PREMIER (LEGA) (18.10.2022","LEGA"
"307285","LAURA","CAVANDOLI",,,"EMILIA-ROMAGNA - P01","Dottorato di ricerca; Avvocato","LEGA - SALVINI PREMIER (LEGA) (18.10.2022","LEGA"
"308830","DAVIDE","BELLOMO",,,"PUGLIA - P02","Laurea in giurisprudenza; Avvocato penalista.","LEGA - SALVINI PREMIER (LEGA) (18.10.2022","LEGA"
"307420","VIRGINIO","CAPARVI",,,"UMBRIA - P01","Laurea in scienze e trecnologie informatiche","LEGA - SALVINI PREMIER (LEGA) (18.10.2022","LEGA"
"307749","ALBERTO","BAGNAI",,,"ABRUZZO - P01","Laurea in economia e commercio, Dottorato di ricerca in Scienze economiche; Professore associato di Politica economica","LEGA - SALVINI PREMIER (LEGA) (18.10.2022","LEGA"
"307173","GIORGIA","LATINI",,,"MARCHE - P01","Laurea in giurisprudenza; Assessore comunale; Assessore regionale, Avvocato","LEGA - SALVINI PREMIER (LEGA) (18.10.2022","LEGA"
"307918","ANDREA","DE BERTOLDI",,,"TRENTINO-ALTO ADIGE/SÜDTIROL - P01","Laurea in economia e commercio, Master fisco internazionale; Commercialista, Revisore contabile","LEGA - SALVINI PREMIER (LEGA) (18.10.2022","LEGA"
"307903","VALERIA CARMELA MARIA","SUDANO",,,"SICILIA 2 - P02","Laurea in giurisprudenza; Avvocato civilista specializzato in diritto societario e bancario","LEGA - SALVINI PREMIER (LEGA) (18.10.2022","LEGA"
"308878","ELISA","MONTEMAGNI",,,"TOSCANA - P01","Diploma di istituto tecnico per geometri; Geometra","LEGA - SALVINI PREMIER (LEGA) (18.10.2022","LEGA"
"307300","JACOPO","MORRONE",,,"EMILIA-ROMAGNA - P03","Laurea in giurisprudenza; Avvocato","LEGA - SALVINI PREMIER (LEGA) (18.10.2022","LEGA"
"308836","SIMONETTA","MATONE",,,"LAZIO 1 - P01","Laurea in giurisprudenza; Magistrato di cassazione","LEGA - SALVINI PREMIER (LEGA) (18.10.2022","LEGA"
"307851","TIZIANA","NISINI",,,"TOSCANA - P02","Diploma di Ragioneria; Dipendente Istituti di credito","LEGA - SALVINI PREMIER (LEGA) (18.10.2022","LEGA"
"308840","ANTONIO","CASO",,,"CAMPANIA 1 - P01","Laurea in informatica; Insegnante di scuola secondaria superiore; Informatico","MOVIMENTO 5 STELLE (M5S) (18.10.2022","M5S"
"307394","DAVIDE","AIELLO",,,"SICILIA 1 - P01","Laurea magistrale in giurisprudenza; Parlamentare","MOVIMENTO 5 STELLE (M5S) (18.10.2022","M5S"
"308844","DARIO","CAROTENUTO",,,"CAMPANIA 1 - P01","Diploma di istituto tecnico industriale; Giornalista, documentarista, videomaker","MOVIMENTO 5 STELLE (M5S) (18.10.2022","M5S"
"308846","CARMELA","AURIEMMA",,,"CAMPANIA 1 - P02","Laurea in giurisprudenza, Master in diritto ambientale, Corso di perfezionamento di tutela dei diritti dinnazi alla Corte di giustizia europea, Corso di perfezionamento in diritto d'impresa; Avvocato specializzato in diritto dell'Ue.","MOVIMENTO 5 STELLE (M5S) (18.10.2022","M5S"
"307863","MARCO","PELLEGRINI",,,"PUGLIA - P01","LAUREA IN INGEGNERIA CIVILE - EDILE; INGEGNERE, IMPRENDITORE","MOVIMENTO 5 STELLE (M5S) (18.10.2022","M5S"
"308849","GAETANO","AMATO",,,"CAMPANIA 1 - P02","Laurea in scienze delle attività motorie  e sportive; Attore, Scrittore","MOVIMENTO 5 STELLE (M5S) (18.10.2022","M5S"
"308789","MARIA IMMACOLATA","VIETRI",,,"CAMPANIA 2 - P02","Diploma di liceo scientifico; Libero professionista","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI"
"308833","SAVERIO","CONGEDO",,,"PUGLIA - P04","Laurea in economia e commercio; Commercialista e Revisiore dei conti","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI"
"308877","FABRIZIO","ROSSI",,,"TOSCANA - P02","Laurea in giurisprudenza;Avvocato civilista e penalista, Vicesindaco del Comune di Grosseto, Assessore all'Urbanistica, Sport, Società partecipate","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI"
"308855","SILVIO","GIOVINE",,,"VENETO 2 - P02","Laurea in giurisprudenza;","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI"
"308795","CARMINE FABIO","RAIMONDO",,,"LOMBARDIA 4 - P01","Laurea in giurisprudenza; Avvocato","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI"
"308765","GIOVANNI LUCA","CANNATA",,,"SICILIA 2 - P03","Master in innovazione e management nella pubblica amministrazione; Dirigente pubblico, Dottore Commercialista, Revisore legale dei conti","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI"
"308769","BARBARA","POLO",,,"SARDEGNA - P01","Diploma di istituto tecnico commerciale; amministratore comunale","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI"
"307400","MARIA CAROLINA","VARCHI",,,"SICILIA 1 - P01","Avvocato penalista","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI"
"307162","SALVATORE","CAIATA",,,"BASILICATA - P01","Laurea in scienze dell'economia; Imprenditore","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI"
"308786","GEROLAMO","CANGIANO",,,"CAMPANIA 2 - P01","Laurea in giurisprudenza, Dottorato di ricerca; Imprenditore","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI"
"308787","CARMEN LETIZIA","GIORGIANNI",,,"CAMPANIA 2 - P01","Laurea in filosofia, Master in ""Esperto in cultura di impresa"" conseguito presso la facoltà di Economia e commercio di Collescipoli (TR); Giornalista, Consulente in materia economica e finanziaria per il gruppo parlamentare FDI","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI"
"307918","ANDREA","DE BERTOLDI",,,"TRENTINO-ALTO ADIGE/SÜDTIROL - P01","Laurea in economia e commercio, Master fisco internazionale; Commercialista, Revisore contabile","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI"
"308935","DANIELA","DONDI",,,"EMILIA-ROMAGNA - P02","Laurea in giurisprudenza; Avvocato civilista","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI"
"308798","CARLO","NORDIO",,,"VENETO 1 - P01","Laurea in giurisprudenza; Procuratore aggiunto della Repubblica","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI"
"308938","MAURO","MALAGUTI",,,"EMILIA-ROMAGNA - P03","Laurea in Lettere; Giornalista","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI"
"308828","MARIANGELA","MATERA",,,"PUGLIA - P01","Laurea in economia e commercio; Commercialista","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI"
"308866","GUERINO","TESTA",,,"ABRUZZO - P01","Laurea in economia e commercio; Commercialista","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI"
"308831","DARIO","IAIA",,,"PUGLIA - P03","Laurea in giurisprudenza; Avvocato penalista","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI"
"308794","GIANGIACOMO","CALOVINI",,,"LOMBARDIA 3 - P02","Laurea in Relazioni Internazionali; Libero professionista","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI"
"308934","ILENIA","MALAVASI",,,"EMILIA-ROMAGNA - P01","Laurea in lettere classiche, Scuola di Specializzazione in Archeologia; Sindaco","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA (PD-IDP) (18.10.2022","PD-IDP"
"308880","FEDERICO","GIANASSI",,,"TOSCANA - P03","Laurea in giurisprudenza, Dottorato di ricerca in diritto internazionale; Avvocato, già Presidente di Circoscrizione nel Comune di Firenze, Assessore al Bilancio, Società partecipate, Attività economiche del Comune di Firenze","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA (PD-IDP) (18.10.2022","PD-IDP"
"308835","PAOLO","CIANI",,,"LAZIO 1 - P01","Laurea in storia dell'arte; Amministratore locale","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA (PD-IDP) (18.10.2022","PD-IDP"
"307185","MARTA ANTONIA","FASCINA",,,"SICILIA 1 - P02","Laurea in lettere e filosofia; Addetto stampa","FORZA ITALIA - BERLUSCONI PRESIDENTE - PPE (FI-PPE) (18.10.2022","FI-PPE"
"308830","DAVIDE","BELLOMO",,,"PUGLIA - P02","Laurea in giurisprudenza; Avvocato penalista.","FORZA ITALIA - BERLUSCONI PRESIDENTE - PPE (FI-PPE) (18.10.2022","FI-PPE"
"308793","MAURIZIO","CASASCO",,,"LOMBARDIA 3 - P02","Laurea in medicina e chirurgia, specializzazione medicina dello sport; Medico dello sport, imprenditore","FORZA ITALIA - BERLUSCONI PRESIDENTE - PPE (FI-PPE) (18.10.2022","FI-PPE"
"307248","ERICA","MAZZETTI",,,"TOSCANA - P01","Diploma di istituto tecnico per geometri; Libero professionista","FORZA ITALIA - BERLUSCONI PRESIDENTE - PPE (FI-PPE) (18.10.2022","FI-PPE"
"308788","FRANCESCO MARIA","RUBANO",,,"CAMPANIA 2 - P01","Laurea in giurisprudenza; Consulente legale","FORZA ITALIA - BERLUSCONI PRESIDENTE - PPE (FI-PPE) (18.10.2022","FI-PPE"
"308879","CHIARA","TENERINI",,,"TOSCANA - P02","Diploma di liceo scientifico; Imprenditore immobiliare","FORZA ITALIA - BERLUSCONI PRESIDENTE - PPE (FI-PPE) (18.10.2022","FI-PPE"
"308838","ANTONIO","TAJANI",,,"LAZIO 1 - P02","Laurea in giurisprudenza; Giornalista professionista","FORZA ITALIA - BERLUSCONI PRESIDENTE - PPE (FI-PPE) (18.10.2022","FI-PPE"
"307436","RICCARDO","MAGI",,,"PIEMONTE 1 - P01","Laurea in scienze storiche; già Segretario Radicali italiani, Presidente di +Europa","MISTO (MISTO) (18.10.2022","MISTO"
"308785","ILARIA","CAVO",,,"LIGURIA - P01","LAUREA IN SCIENZE POLITICHE; Giornalista professionista in aspettativa","MISTO (MISTO) (18.10.2022","MISTO"
"308760","FRANCO","MANES",,,"VALLE D'AOSTA","Laurea in architettura; Architetto, già Sindaco del Comune di Doues e Presidente del Consorzio degli enti locali della Valle d'Aosta","MISTO (MISTO) (18.10.2022","MISTO"
"307918","ANDREA","DE BERTOLDI",,,"TRENTINO-ALTO ADIGE/SÜDTIROL - P01","Laurea in economia e commercio, Master fisco internazionale; Commercialista, Revisore contabile","MISTO (MISTO) (18.10.2022","MISTO"
"308797","MARTINA","SEMENZATO",,,"VENETO 1 - P01","Laurea in scienze politiche; Quadro Umana S.p.A.; Past-president sezione vetro Confindustria Venezia-Rovigo","MISTO (MISTO) (18.10.2022","MISTO"
"307246","GIOVANNI","DONZELLI","FRATELLI D'ITALIA CON GIORGIA MELONI","proporzionale","TOSCANA - P03",,"FRATELLI D'ITALIA (FDI) (18.10.2022","FDI"
"308843","MICHELA","DI BIASE","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA","proporzionale","LAZIO 1 - P02",,"PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA (PD-IDP) (18.10.2022","PD-IDP"
"308801","GIANANGELO","BOF","LEGA PER SALVINI PREMIER","proporzionale","VENETO 1 - P01",,"LEGA - SALVINI PREMIER (LEGA) (18.10.2022","LEGA"
"308917","CHIARA","COLOSIMO",,,"LAZIO 2 - P02",,"FRATELLI D'ITALIA (FDI) (18.10.2022","FDI"
"307889","MASSIMO","RUSPANDINI",,,"LAZIO 2 - P02",,"FRATELLI D'ITALIA (FDI) (18.10.2022","FDI"
"307151","SIMONE","BILLI","LEGA PER SALVINI PREMIER - FORZA ITALIA - FRATELLI D'ITALIA","proporzionale","EUROPA","Laurea in ingegneria industriale; manager aziendale","LEGA - SALVINI PREMIER (LEGA) (18.10.2022","LEGA"
"309140","ANTONIO","FERRARA","MOVIMENTO 5 STELLE","proporzionale","LOMBARDIA 2 - P01","Bachelor Hons. Degree Hospitality Management ","MOVIMENTO 5 STELLE (M5S) (18.10.2022","M5S"
"309200","ANTONIO MARIA","GABELLONE","FRATELLI D'ITALIA CON GIORGIA MELONI","proporzionale","PUGLIA - P04","Laurea in farmacia; Farmacista","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI"
"308832","ALESSIA","AMBROSI","FRATELLI D'ITALIA CON GIORGIA MELONI","proporzionale","TRENTINO-ALTO ADIGE/SÜDTIROL - P01","Diploma di liceo scientifico, Master in commercio estero; Dipendente di azienda bancaria","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI"
"309220","ALBERTO","PANDOLFO","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA","proporzionale","LIGURIA - P01","Laurea in ingegneria edile - architettura; Ingegnere","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA (PD-IDP) (18.10.2022","PD-IDP"
"308600","ANDREA","CASU","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA","proporzionale","LAZIO 1 - P01","Laurea in scienze dell'amministrazione","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA (PD-IDP) (18.10.2022","PD-IDP"
"307161","NICOLA","CARE'","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA","proporzionale","AFRICA ASIA OCEANIA ANTARTIDE"," Imprenditore","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA (PD-IDP) (18.10.2022","PD-IDP"
